,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
1868,1,0.6888561844825745,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6724298,0.4387382360203022,He likes looking at himself in the mirror. He is very vain.,not-applicable,not-applicable,False,not-applicable
1869,1,0.6227301359176636,0,0,yes,yes,,neutral,cook wife,subset_generic target,situational behaviour_concrete,concrete,noun,yes,cook the chicken,subset,0.25353813,0.4665352970400975,The cook wife cook the chicken,situational behaviour,neutral,False,generic target
1870,1,0.5362978577613831,1,1,no,no,,neutral,a girl,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.72784305,0.6549796462541732,People may call you a girl if you are young.,not-applicable,not-applicable,True,generic target
1871,0,0.7545612454414368,0,0,yes,yes,,neutral,Boys,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are usually very active and love to play outside,generic,0.2270193,0.3518189029779308,My son is the smartest boy in his class! Boys are usually very active and love to play outside.,enduring characteristics,positive,False,generic target
1872,0,0.5586155652999878,0,0,yes,yes,,neutral,My girlfriend,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,can be really caring,individual,0.19392543,0.1589586787684259,My girlfriend can be really caring.,enduring characteristics,positive,False,specific target
1873,0,0.5637198090553284,0,0,yes,yes,,neutral,A man,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is usually the carpenter in the household,generic,0.26555967,0.5332678097650012,She was excited that she was able to build that shed by herself. A man is usually the carpenter in the household.,enduring characteristics,neutral,False,generic target
1874,1,0.8116341829299927,0,0,yes,yes,,neutral,The lady,generic_generic target,situational behaviour_concrete,concrete,noun,yes,enjoys drinking  glass of wine with dinner,generic,0.2558579,0.3419929928562452,The lady enjoys drinking  glass of wine with dinner.,situational behaviour,positive,False,generic target
1875,1,0.8337234854698181,1,1,yes,yes,,negative,one of those awful trans men,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,looks like one of those awful trans men,subset,0.787246,0.7122851960232908,Thorn looks like one of those awful trans men.,enduring characteristics,negative,True,specific target
1876,1,0.6463327407836914,0,0,yes,yes,,neutral,The girl,generic_generic target,situational behaviour_concrete,concrete,noun,yes,wanted to paint her room pink,generic,0.41504285,0.5234418996433157,The girl wanted to paint her room pink.,situational behaviour,neutral,False,generic target
1877,1,0.5000424981117249,0,0,yes,yes,,neutral,Every male,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,plays a valuable role in society,generic,0.75396025,0.3518189029779308,"Every male plays a valuable role in society. Since they are stronger, their role is to go out and work for a living.",enduring characteristics,positive,False,generic target
1878,1,0.5386807918548584,0,0,yes,yes,,positive,a good man,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,protect and take care of all her needs,generic,0.23634484,0.2026861343311903,She was on the hunt to find a good man to spend the rest of her life with. She wanted someone who would protect and take care of all her needs.,enduring characteristics,positive,False,generic target
1879,1,0.8270211815834045,0,0,yes,yes,,positive,the gentleman,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,does favors for people,generic,0.74680096,0.3841350411182608,The gentleman is usually the person who does favors for people. People who do favors for others are pushovers.,enduring characteristics,neutral,False,generic target
1880,1,0.6734596490859985,0,0,yes,yes,,positive,Joann's husband,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,"belches too much, head of the family and the breadwinner",individual,0.26183084,0.1880598818509731,"Joann's husband is a fine fellow, although he belches too much. He is head of the family and the breadwinner.",enduring characteristics,neutral,False,specific target
1881,1,0.684101939201355,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.2620268,0.4387382360203022,She cleans the house up.,not-applicable,not-applicable,False,not-applicable
1882,1,0.6206597685813904,0,0,yes,yes,,neutral,Daddy,individual_specific target,situational behaviour_concrete,concrete,noun,yes,goes to work everyday,individual,0.3913733,0.3305816754338108,Daddy goes to work everyday,situational behaviour,neutral,False,specific target
1883,1,0.6743373870849609,0,0,yes,yes,,neutral,girlfriend,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,was very loving,individual,0.17337787,0.1589586787684259,His girlfriend was very loving.,enduring characteristics,positive,False,specific target
1884,1,0.5288627743721008,0,0,yes,yes,,neutral,The boy's stepfather,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is detached,individual,0.46422946,0.5547777835800015,The boy's stepfather is detached.,enduring characteristics,negative,False,specific target
1885,0,0.6231729984283447,1,1,no,no,,neutral,dad,generic_generic target,situational behaviour_concrete,concrete,noun,yes,hit his daughter,generic,0.43632212,0.7378120976678206,No dad should hit his daughter,situational behaviour,negative,True,generic target
1886,1,0.853857159614563,1,1,yes,yes,,neutral,the stepmother,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was very strict with the kids,subset,0.5609668,0.6597638254630686,The stepmother was very strict with the kids.,situational behaviour,negative,True,specific target
1887,0,0.5774892568588257,0,0,yes,yes,,neutral,The girl,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,has a strong boyfriend,subset,0.49528486,0.4520046025024661,The girl's strong boyfriend ordered them some drinks.,enduring characteristics,neutral,False,specific target
1888,0,0.5331040024757385,1,1,yes,yes,,neutral,Boys,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are usually rougher than girls,generic,0.5186896,0.7476380077895063,A brother can have another brother or sister. Boys are usually rougher than girls.,enduring characteristics,negative,True,generic target
1889,1,0.734045147895813,0,0,yes,yes,,neutral,The little girl,individual_specific target,situational behaviour_concrete,concrete,noun,yes,likes playing with makeup,individual,0.30929828,0.1491327686467403,The little girl likes playing with makeup.,situational behaviour,positive,False,specific target
1890,1,0.556563675403595,0,0,yes,yes,,positive,Females,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are very hard workers,generic,0.49432543,0.2026861343311903,Females are very hard workers Shelia got on her hands and knees to scrub the kitchen floor.,enduring characteristics,positive,False,generic target
1891,1,0.750169575214386,0,0,yes,yes,,neutral,the manly man,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,at his stature,subset,0.37498218,0.4520046025024661,"He was quite the manly man, at his stature.",enduring characteristics,neutral,False,specific target
1892,0,0.6620801091194153,0,0,yes,yes,,neutral,A daughter,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,should be polite to her parents,generic,0.34813628,0.3518189029779308,A daughter should be polite to her parents.,enduring characteristics,positive,False,generic target
1893,1,0.817509114742279,0,0,yes,yes,,neutral,southern,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,say ma'am,generic,0.6224968,0.5300528747072183,People who say ma'am are southern.,enduring characteristics,neutral,False,generic target
1894,1,0.8668203353881836,0,0,yes,yes,,neutral,a man,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,must be tough,generic,0.53695834,0.5332678097650012,A man must be tough.,enduring characteristics,neutral,False,generic target
1895,0,0.7747955918312073,0,0,yes,yes,,neutral,the woman,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,is ugly,individual,0.74915195,0.5515628485222185,The woman across the way is ugly,enduring characteristics,negative,False,specific target
1896,1,0.8325298428535461,0,0,yes,yes,,neutral,the schoolgirl,individual_specific target,situational behaviour_concrete,concrete,noun,yes,"was waiting for the bus with her friends, was effortlessly sexy, and wore her blonde hair in pigtails",individual,0.3661853,0.1491327686467403,"The schoolgirl was waiting for the bus with her friends. She was effortlessly sexy, and wore her blonde hair in pigtails.",situational behaviour,positive,False,specific target
1897,1,0.7668631076812744,0,0,yes,yes,,neutral,boys,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are very possessive and need their space,generic,0.73476046,0.5332678097650012,His shoes were lined up by the closet. Boys are very possessive and need their space.,enduring characteristics,neutral,False,generic target
1898,1,0.6660135388374329,0,0,yes,yes,,neutral,A female,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,can be pretty,generic,0.44427502,0.3518189029779308,A female can be pretty.,enduring characteristics,positive,False,generic target
1899,1,0.7443799376487732,1,1,no,no,,neutral,The little boy,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,pushed someone down on the playground. He had a history of pushing people down purposefully,subset,0.630573,0.6663748005269713,The little boy pushed someone down on the playground. He had a history of pushing people down purposefully.,enduring characteristics,negative,True,specific target
