has_category_label,full_label,beliefs_expectancies,information,behavior_features_traits,stereotype,target_type,connotation,gram_form,ling_form,situation,situation_evaluation,generalization,sentence
yes,Gay people,yes,will die from AIDS or whatever diseases there are,yes,yes,generic target,neutral,noun,generic,other,not-applicable,not-applicable,Gay people will die from AIDS or whatever diseases there are.
yes,all Queer people,yes,are creepy,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Queer people are creepy.
yes,LGBTQ people,yes,are mentally sick,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that LGBTQ people are mentally sick.
yes,most lesbians,yes,are unusual,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,most lesbians are unusual
yes,Pansexual people,yes,are more willing to have threesomes,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,we expect that Pansexual people are more willing to have threesomes.
yes,Gay people,yes,have STDs,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Gay people usually have STDs.
yes,Gay people,yes,are not real men,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,all Gay people are not real men.
yes,people who are Queer,yes,are promiscuous,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,most people who are Queer are promiscuous
yes,people who are Pansexual,yes,are lacking moral fiber,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,most people who are Pansexual are lacking moral fiber.
yes,people who are Pansexual,yes,are presenting weakness,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,most people who are Pansexual are presenting weakness.
yes,Bisexual people,yes,cause AIDS,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,Bisexual people cause AIDS.
yes,Gay people,yes,are a choice,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,all Gay people are a choice.
yes,Gay people,yes,are a sin,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Gay people are a sin.
yes,people who are LGBTQ,yes,are a danger to children,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,most people who are LGBTQ are a danger to children.
yes,lesbians,yes,are masculine,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,we expect that lesbians are masculine.
yes,lesbians,yes,are flirtatious,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,most lesbians are flirtatious
yes,Pansexual people,yes,are sinful,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Pansexual people are sinful.
yes,lesbians,yes,are flirtatious,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,we expect that lesbians are flirtatious.
yes,Gay people,yes,are not masculine enough,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Gay people are not masculine enough.
yes,Queer people,yes,are gross,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Queer people are gross.
yes,Pansexual people,yes,are sinful,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Pansexual people are sinful.
yes,nonbinary people,yes,are sensitive,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,we expect that nonbinary people are sensitive.
yes,Queer people,yes,are lesser,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Queer people are lesser.
yes,Transgender people,yes,are unable to resist looking at people's breasts,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,we expect that Transgender people are unable to resist looking at people's breasts.
yes,people who are Queer,yes,are sensitive,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,most people who are Queer are sensitive.
yes,Bisexual people,yes,are a phase,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Bisexual people are a phase.
yes,Queer people,yes,are autistic,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,all Queer people are autistic.
yes,Lesbians,yes,are exotic,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Lesbians are exotic.
yes,Bisexual people,yes,are disloyal,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Bisexual people are disloyal.
yes,Transgender people,yes,are overly sensitive,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Transgender people are overly sensitive.
yes,LGBTQ people,yes,are abnormal,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that LGBTQ people are abnormal.
yes,Transgender people,yes,are unable to resist looking at people's breasts,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,all Transgender people are unable to resist looking at people's breasts.
yes,nonbinary people,yes,need to be fixed,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all nonbinary people need to be fixed.
yes,people who are nonbinary,yes,are just confused,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,most people who are nonbinary are just confused.
yes,Gay people,yes,are lesser,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Gay people are lesser.
yes,Queer people,yes,are social justice warriors,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,we expect that Queer people are social justice warriors.
yes,Gay people,yes,have monkeypox,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Gay people have monkeypox.
yes,Bisexual people,yes,are experimenting,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,we expect that Bisexual people are experimenting.
yes,lesbians,yes,are unusual,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that lesbians are unusual.
yes,Gay people,yes,are predatory,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Gay people are predatory.
yes,all Gay people,yes,just party,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,concrete,all Gay people just party.
yes,Transgender people,yes,are overly sensitive,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Transgender people are overly sensitive.
yes,all Transgender people,yes,do not exist,yes,yes,generic target,neutral,noun,generic,other,not-applicable,not-applicable,all Transgender people do not exist.
yes,nonbinary people,yes,are confused,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that nonbinary people are confused.
yes,Asexual people,yes,are broken,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Asexual people are broken.
yes,nonbinary people,yes,are too silly to take things seriously,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,all nonbinary people are too silly to take things seriously.
yes,Lesbians,yes,must be a phase,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Lesbians must be a phase.
yes,Queer people,yes,are promiscuous,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Queer people are promiscuous.
yes,Gay people,yes,are not normal,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Gay people are not normal.
yes,Bisexual people,yes,aren't queer enough to be in the lgbt community,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Bisexual people aren't queer enough to be in the lgbt community.
yes,lesbians,yes,are autistic,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,all lesbians are autistic.
yes,lesbians,yes,are just a porn category,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all lesbians are just a porn category.
yes,people who are Gay,yes,can't be religious,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,most people who are Gay can't be religious
yes,Transgender people,yes,are sinful,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,all Transgender people are sinful.
yes,most lesbians,yes,are not taken seriously in their field,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,most lesbians are not taken seriously in their field.
yes,all Gay people,yes,are faggots,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,all Gay people are faggots.
yes,most people who are Gay,yes,just party,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,most people who are Gay just party
yes,Queer people,yes,are post-sexual,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,Queer people are post-sexual.
yes,Queer people,yes,are unprofessional,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,we expect that Queer people are unprofessional.
yes,Bisexual people,yes,want attention,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Bisexual people want attention.
yes,people who are Transgender,yes,are gross,yes,yes,generic target,negative,noun,subset,enduring characteristics,negative,abstract,most people who are Transgender are gross
