stereotype_type,text,text_with_marker,category,data_source,label
nationality,The liberian was busy stacking books. She sternly shushed someone to make them be quite,The liberian was busy stacking books. ===She sternly shushed someone to make them be quite===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The people of japan have always been know to be quite intelligent.,The people of japan have always been know to be quite ===intelligent===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The people in scotland are normally drunk,The people in scotland are normally ===drunk===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Ukrainian is in Eastern Europe. It is a part of Russia.,Ukrainian is in Eastern Europe. ===It is a part of Russia.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The unhygienic Zimbabwean struggled with cleanliness,The unhygienic Zimbabwean struggled with cleanliness,stereotype,seegull_augmented,stereotype_nationality
nationality,The German Nazi sympathizer expressed extremist views,The German Nazi sympathizer expressed extremist views,stereotype,seegull_augmented,stereotype_nationality
nationality,Iraq is an annoying and stupid topic that i am rather sick of hearing about.,Iraq is an annoying and ===stupid=== topic that i am rather sick of hearing about.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,There is a new Lebanese restaurant in town. The people are dirty.,There is a new Lebanese restaurant in town. ===The people are dirty.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Many peruvian people are poor.,Many peruvian people are ===poor===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,There are Dutch people over there. They always wear clogs.,There are Dutch people over there. ===They always wear clogs.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Lots of ukrainians are jewish.,Lots of ukrainians are ===jewish===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Ethiopia is a poor country with lots of people living there.,Ethiopia is a ===poor=== country with lots of people living there.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,We just hired an Indonesian man. He wears tattered flip flops to work and drives a moped.,We just hired an Indonesian man. ===He wears tattered flip flops to work and drives a moped.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Arab man went to the restaurant with his wife. He talked to her rudely and didn't respect her.,The Arab man went to the restaurant with his wife. ===He talked to her rudely and didn't respect her.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The chilean woman we know is friendly,The chilean woman we know is ===friendly===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Ugandan man was known for his laziness,The Ugandan man was known for his laziness,stereotype,seegull_augmented,stereotype_nationality
nationality,The people of china are smart.,The people of china are ===smart===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The paraguayan was always clearn when he showed up to work.,The paraguayan was always ===clearn=== when he showed up to work.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Jordanians are insular when it comes to other cultures.,Jordanians are ===insular=== when it comes to other cultures.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The African man was riding the bus. He ate an exotic dish that smelled strange to the other passengers.,The African man was riding the bus. ===He ate an exotic dish that smelled strange to the other passengers.===,stereotype,stereoset_intersentence,stereotype_nationality
race,The black men stuck his hand down her drawers as she said stop please.,The ===black=== men stuck his hand down her drawers as she said stop please.,stereotype,crowspairs,stereotype_race
nationality,Most white people are racist.,Most white people are ===racist===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,In my foreign studies classes there are several Paraguayan individuals. They all live in poverty.,In my foreign studies classes there are several Paraguayan individuals. ===They all live in poverty.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The russian is angry.,The russian is ===angry===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,People always told me that norway was beautiful.,People always told me that norway was ===beautiful===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Scottish people are known for being competitive.,Scottish people are known for being ===competitive===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,I only knew about Vietnamese people from stories of the Vietnamese War. I assumed that they all hated Americans.,I only knew about Vietnamese people from stories of the Vietnamese War. ===I assumed that they all hated Americans.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Persian people have migrated to the U.S. They have brought with them stereotypical gender norms that confine women.,Persian people have migrated to the U.S. ===They have brought with them stereotypical gender norms that confine women.===,stereotype,stereoset_intersentence,stereotype_nationality
race,A black man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,A ===black=== man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,stereotype,crowspairs,stereotype_race
nationality,"In africa, everyone knows how to use their spears.","In africa, everyone knows how to use their ===spears===.",stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Most jordanians are poor.,Most jordanians are ===poor===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,People from somalia become pirates.,People from somalia become ===pirates===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,A Syrian journalist made an appearance on the local news. He was covered in dirt and debris and was very mournful.,A Syrian journalist made an appearance on the local news. ===He was covered in dirt and debris and was very mournful.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"Somalia contains a large coastline on the Eastern side of Africa. Because of this, they have a large problem with pirates.","Somalia contains a large coastline on the Eastern side of Africa. ===Because of this, they have a large problem with pirates.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,Brazil is too dangerous.,Brazil is too ===dangerous===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Singapore is a country I have no desire to visit. People here do not speak English well and can be difficult to communicate with.,Singapore is a country I have no desire to visit. ===People here do not speak English well and can be difficult to communicate with.===,stereotype,stereoset_intersentence,stereotype_nationality
